sample_idx,model_type,rel_l2,pde_residual
202,Data-Driven FNO,0.6269670128822327,84.14592742919922
203,PI-FNO,0.7993143796920776,31.26352882385254
203,Data-Driven FNO,0.8126861453056335,42.68440628051758
204,PI-FNO,0.24919098615646362,35.25963592529297
204,Data-Driven FNO,0.2654118835926056,61.7363166809082
205,PI-FNO,0.5694424510002136,61.75777053833008
205,Data-Driven FNO,0.5911415815353394,74.63819885253906
206,PI-FNO,0.27704259753227234,52.516639709472656
206,Data-Driven FNO,0.3062155246734619,91.26952362060547
207,PI-FNO,0.2883753776550293,44.48819351196289
207,Data-Driven FNO,0.2912769615650177,61.606197357177734
208,PI-FNO,0.2980141043663025,130.56130981445312
208,Data-Driven FNO,0.31614944338798523,229.2116241455078
209,PI-FNO,0.5431884527206421,31.7887020111084
209,Data-Driven FNO,0.5449520349502563,48.8269157409668
210,PI-FNO,0.2524244487285614,8.720013618469238
210,Data-Driven FNO,0.2590063214302063,22.93245506286621
211,PI-FNO,0.5397245287895203,7.511930465698242
211,Data-Driven FNO,0.5606240034103394,12.795478820800781
212,PI-FNO,0.5130799412727356,83.20697021484375
212,Data-Driven FNO,0.5762357711791992,142.7255401611328
213,PI-FNO,0.5727560520172119,81.69788360595703
213,Data-Driven FNO,0.6175922155380249,126.5851821899414
214,PI-FNO,0.6908836364746094,41.357975006103516
214,Data-Driven FNO,0.7004973888397217,88.75001525878906
215,PI-FNO,0.8009230494499207,13.893335342407227
215,Data-Driven FNO,0.8313466906547546,23.339082717895508
216,PI-FNO,0.4707420766353607,123.52733612060547
216,Data-Driven FNO,0.46016183495521545,192.5966796875
217,PI-FNO,0.6482668519020081,20.19612693786621
217,Data-Driven FNO,0.6833205819129944,35.18278121948242
218,PI-FNO,0.577437162399292,43.9058723449707
218,Data-Driven FNO,0.5989770889282227,75.8614730834961
219,PI-FNO,0.6120088696479797,3.226719617843628
219,Data-Driven FNO,0.6902806162834167,10.198317527770996
220,PI-FNO,0.8216767311096191,9.118563652038574
220,Data-Driven FNO,0.8432604074478149,12.188780784606934
221,PI-FNO,0.5414451956748962,60.23020935058594
221,Data-Driven FNO,0.5765955448150635,105.74816131591797
222,PI-FNO,0.3675398826599121,80.91488647460938
222,Data-Driven FNO,0.37464213371276855,109.58833312988281
